(0.0001249984375395474, 0.0003124960938488685, 2.5248145270352696e-05, 0.9154508082288061)
(0.0012484413940855308, 0.0031211034852138267, 0.00025216978947773216, 0.9158372497583076)
(0.011237243569579454, 0.02809310892394863, 0.0022697848362569703, 0.9146464972639877)
(0.03070714214271425, 0.07676785535678562, 0.006202464614098295, 0.9152063240404439)
(0.034858874416474284, 0.08714718604118571, 0.007041063412890005, 0.9150311215272477)
(0.03530537441464875, 0.08826343603662189, 0.007131250914742216, 0.9146705281349726)
(0.03535033941288076, 0.0883758485322019, 0.007140333290728584, 0.9159955456083165)
(0.0353548390628629, 0.08838709765715726, 0.007141242164620539, 0.9155843490077671)
(0.03535528905936273, 0.08838822264840682, 0.007141333058372673, 0.9148921569004717)
(0.035355334059327725, 0.08838833514831931, 0.007141342147811515, 0.9141605364547274)
(0.03535533855932738, 0.08838834639831845, 0.007141343056756037, 0.91570599875981)
